Volatility 3 Framework 2.27.0

PID	Process	Offset	HandleValue	Type	GrantedAccess	Name
5848	powershell.exe	0x8c88b3e02ef0	0x518	File	0x120189	\Device\NamedPipe
5848	powershell.exe	0x8c88b1ac2540	0x51c	Event	0x1f0003	-
5848	powershell.exe	0x8c88b5fe32f0	0x520	Event	0x1f0003	-
5848	powershell.exe	0x8c88af23adb0	0x524	Event	0x1f0003	-
5848	powershell.exe	0x8c88b04fd960	0x538	Event	0x1f0003	-
5848	powershell.exe	0x8c88af129920	0x53c	EtwRegistration	0x804	-
5848	powershell.exe	0x8c88b48ef510	0x540	EtwRegistration	0x804	-
5848	powershell.exe	0x8c88b39088a0	0x544	EtwRegistration	0x804	-
5848	powershell.exe	0x8c88b3fdd7a0	0x548	Event	0x1f0003	-
5848	powershell.exe	0x8c88b55dcb40	0x54c	Event	0x1f0003	-
5848	powershell.exe	0x8c88b55dcb40	0x550	Event	0x1f0003	-
5848	powershell.exe	0xd086a849ad90	0x554	Key	0x20019	MACHINE\SOFTWARE\POLICIES\MICROSOFT\SYSTEMCERTIFICATES
5848	powershell.exe	0x8c88af12abd0	0x558	WaitCompletionPacket	0x1	-
5848	powershell.exe	0x8c88b4202f90	0x55c	EtwRegistration	0x804	-
5848	powershell.exe	0x8c88b5838700	0x560	Thread	0x1fffff	Tid 2828 Pid 5848
5848	powershell.exe	0x8c88b6273e50	0x564	Event	0x1f0003	-
5848	powershell.exe	0x8c88afe91d70	0x568	Event	0x1f0003	-
5848	powershell.exe	0x8c88b0cdb3a0	0x56c	Event	0x1f0003	-
5848	powershell.exe	0x8c88b6e9f620	0x570	Event	0x1f0003	-
5848	powershell.exe	0x8c88b665f080	0x574	Thread	0x1fffff	Tid 11060 Pid 5848
5848	powershell.exe	0x8c88b69c9700	0x578	Thread	0x1fffff	Tid 5144 Pid 5848
5848	powershell.exe	0x8c88b1a70920	0x580	Event	0x1f0003	-
5848	powershell.exe	0x8c88b39e2800	0x584	Event	0x1f0003	-
5848	powershell.exe	0x8c88b0289650	0x588	Event	0x1f0003	-
5848	powershell.exe	0x8c88b0289650	0x58c	Event	0x1f0003	-
5848	powershell.exe	0x8c88b2365cd0	0x590	WaitCompletionPacket	0x1	-
5848	powershell.exe	0xd086a4603070	0x594	Key	0x20019	USER\.DEFAULT\SOFTWARE\POLICIES\MICROSOFT\SYSTEMCERTIFICATES
5848	powershell.exe	0x8c88b38a7600	0x598	Event	0x1f0003	-
5848	powershell.exe	0x8c88b16c49a0	0x59c	Event	0x1f0003	-
5848	powershell.exe	0x8c88b39aa1d0	0x5a0	Event	0x1f0003	-
5848	powershell.exe	0x8c88afe5d210	0x5a4	Event	0x1f0003	-
5848	powershell.exe	0x8c88b0778290	0x5a8	Event	0x1f0003	-
5848	powershell.exe	0x8c88b47f1db0	0x5ac	Event	0x1f0003	-
5848	powershell.exe	0x8c88b8536410	0x5b0	Event	0x1f0003	-
5848	powershell.exe	0x8c88b6f1e080	0x5b4	Thread	0x1fffff	Tid 10888 Pid 5848
5848	powershell.exe	0x8c88afa79290	0x5b8	Event	0x1f0003	-
5848	powershell.exe	0x8c88af31bd40	0x5c8	Event	0x1f0003	-
5848	powershell.exe	0x8c88aee89700	0x5e8	Thread	0x1fffff	Tid 8300 Pid 5848
5848	powershell.exe	0x8c88b8e56a20	0x5f8	Event	0x1f0003	-
5848	powershell.exe	0x8c88b796db00	0x61c	Event	0x1f0003	-
5848	powershell.exe	0x8c88b4098410	0x620	Event	0x1f0003	-
5848	powershell.exe	0x8c88b5f6dd20	0x624	Event	0x1f0003	-
5848	powershell.exe	0x8c88af023080	0x628	Thread	0x1fffff	Tid 5540 Pid 5452
5848	powershell.exe	0x8c88b5df8e30	0x62c	Event	0x1f0003	-
5848	powershell.exe	0x8c88b2def580	0x630	Process	0x1fffff	rundll32.exe Pid 5452
5848	powershell.exe	0x8c88afe85080	0x634	Thread	0x1fffff	Tid 6028 Pid 5452
5848	powershell.exe	0x8c88b5d566e0	0x638	Event	0x1f0003	-
5848	powershell.exe	0x8c88af56d580	0x63c	File	0x120089	\Device\HarddiskVolume2\Windows\SysWOW64\en-US\crypt32.dll.mui
5848	powershell.exe	0x8c88b3660de0	0x640	Event	0x1f0003	-
5848	powershell.exe	0x8c88b1294570	0x644	File	0x12019f	\Device\ConDrv\Output
5848	powershell.exe	0x8c88afca6cd0	0x650	File	0x120089	\Device\HarddiskVolume2\Windows\Microsoft.NET\assembly\GAC_32\System.Data\v4.0_4.0.0.0__b77a5c561934e089\System.Data.dll
5848	powershell.exe	0xd086a89788a0	0x654	Section	0xf0005	-
5848	powershell.exe	0x8c88b1c43360	0x658	EtwRegistration	0x804	-
5848	powershell.exe	0xd086a9bf85d0	0x65c	Token	0xf01ff	-
5848	powershell.exe	0x8c88b55e86e0	0x660	EtwRegistration	0x804	-
5848	powershell.exe	0x8c88b3f507c0	0x664	Event	0x1f0003	-
5848	powershell.exe	0x8c88b55751e0	0x668	Event	0x1f0003	-
5848	powershell.exe	0xd086a8487e20	0x66c	Section	0xf0005	-
5848	powershell.exe	0xd086a70061a0	0x670	Key	0x20019	MACHINE\SOFTWARE\WOW6432NODE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\FOLDERDESCRIPTIONS\{FDD39AD0-238F-46AF-ADB4-6C85480369C7}\PROPERTYBAG
5848	powershell.exe	0x8c88b0994880	0x674	File	0x12019f	\Device\ConDrv\CurrentOut
5848	powershell.exe	0x8c88b2fd6580	0x678	Semaphore	0x1f0003	SM0:5848:64:WilError_01_p0
5848	powershell.exe	0xd086a95f91f0	0x67c	Section	0x4	NLS_CodePage_437_3_2_0_0
5848	powershell.exe	0x8c88b3fd2730	0x680	Event	0x1f0003	-
5848	powershell.exe	0xd086a956b4f0	0x684	Section	0xf0005	-
5848	powershell.exe	0x8c88b17c17f0	0x688	Mutant	0x1f0001	SM0:5848:64:WilError_01
5848	powershell.exe	0x8c88afb18410	0x68c	Event	0x1f0003	-
5848	powershell.exe	0xd086a8d91720	0x690	Key	0x1	USER\.DEFAULT\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER
5848	powershell.exe	0x8c88af3b0eb0	0x694	EtwRegistration	0x804	-
5848	powershell.exe	0x8c88b4a53390	0x698	EtwRegistration	0x804	-
5848	powershell.exe	0xd086a8e25830	0x69c	Section	0xf0007	-
5848	powershell.exe	0x8c88b0674ae0	0x6a0	File	0x1a019f	\Device\NamedPipe\PSHost.131801210226939398.5848.DefaultAppDomain.powershell
5848	powershell.exe	0x8c88b5b1cc50	0x6a4	Event	0x1f0003	-
5848	powershell.exe	0x8c88b3b715e0	0x6a8	Event	0x1f0003	-
5848	powershell.exe	0x8c88b3b67140	0x6ac	Event	0x1f0003	-
5848	powershell.exe	0x8c88af125080	0x6b0	Thread	0x1fffff	Tid 8664 Pid 5848
5848	powershell.exe	0x8c88b09d5bd0	0x6b4	Event	0x1f0003	-
5848	powershell.exe	0x8c88af362a40	0x6b8	Event	0x1f0003	-
5848	powershell.exe	0x8c88b6229e50	0x6bc	Event	0x1f0003	-
5848	powershell.exe	0x8c88b0640870	0x6c0	Event	0x1f0003	-
5848	powershell.exe	0x8c88b5696700	0x6c4	Thread	0x1fffff	Tid 8996 Pid 5848
5848	powershell.exe	0x8c88b3521cf0	0x6c8	Event	0x1f0003	-
5848	powershell.exe	0x8c88b32c6150	0x6cc	EtwRegistration	0x804	-
5848	powershell.exe	0x8c88aef0ccc0	0x6d0	Semaphore	0x1f0003	-
5848	powershell.exe	0x8c88b0643760	0x6d4	Event	0x1f0003	-
5848	powershell.exe	0x8c88b48596c0	0x6d8	Semaphore	0x1f0003	-
5848	powershell.exe	0x8c88b1d7bdd0	0x6dc	Event	0x1f0003	-
5848	powershell.exe	0x8c88af511560	0x6e0	File	0x120089	\Device\HarddiskVolume2\Windows\Microsoft.NET\assembly\GAC_MSIL\Microsoft.PowerShell.Security\v4.0_3.0.0.0__31bf3856ad364e35\Microsoft.PowerShell.Security.dll
5848	powershell.exe	0x8c88b329dde0	0x6e4	File	0x120089	\Device\HarddiskVolume2\Windows\Microsoft.NET\assembly\GAC_32\System.Transactions\v4.0_4.0.0.0__b77a5c561934e089\System.Transactions.dll
5848	powershell.exe	0xd086aa1b99a0	0x6e8	Section	0xf0005	-
5848	powershell.exe	0xd086a8d14710	0x6f0	Section	0xf0005	-
5848	powershell.exe	0x8c88b36b6e20	0x6f4	ALPC Port	0x1f0001	-
5848	powershell.exe	0x8c88aec39760	0x6f8	EtwRegistration	0x804	-
5848	powershell.exe	0x8c88b3176a30	0x6fc	EtwRegistration	0x804	-
5848	powershell.exe	0x8c88b40645d0	0x700	ALPC Port	0x1f0001	-
5848	powershell.exe	0x8c88b4762640	0x704	EtwRegistration	0x804	-
5848	powershell.exe	0x8c88af460080	0x708	Thread	0x1fffff	Tid 2020 Pid 5848
5848	powershell.exe	0x8c88b5b44550	0x70c	EtwRegistration	0x804	-
5848	powershell.exe	0x8c88b2ac4880	0x710	Event	0x1f0003	-
5848	powershell.exe	0x8c88b1a9d080	0x714	File	0x120196	\Device\NamedPipe
5848	powershell.exe	0x8c88af6524d0	0x718	EtwRegistration	0x804	-
5848	powershell.exe	0x8c88b4a82070	0x71c	EtwRegistration	0x804	-
5848	powershell.exe	0x8c88b2c4d700	0x720	Event	0x1f0003	-
5848	powershell.exe	0x8c88b1c435d0	0x738	EtwRegistration	0x804	-
5848	powershell.exe	0x8c88b49f7590	0x73c	EtwRegistration	0x804	-
5848	powershell.exe	0xd086aa2b3250	0x740	Section	0xf0007	NLS_CodePage_1252_3_2_0_0
5848	powershell.exe	0x8c88b4a66070	0x744	EtwRegistration	0x804	-
5848	powershell.exe	0x8c88b443d070	0x748	EtwRegistration	0x804	-
5848	powershell.exe	0x8c88b2176870	0x754	Event	0x1f0003	-
5848	powershell.exe	0x8c88b35556b0	0x758	Event	0x1f0003	-
5848	powershell.exe	0x8c88aef2d490	0x75c	Event	0x1f0003	-
5848	powershell.exe	0x8c88b3ddd1d0	0x760	Semaphore	0x1f0003	-
5848	powershell.exe	0x8c88af460080	0x764	Thread	0x1fffff	Tid 2020 Pid 5848
5848	powershell.exe	0x8c88b41ce870	0x768	Event	0x1f0003	-
5848	powershell.exe	0x8c88b1af9480	0x76c	Semaphore	0x1f0003	-
5848	powershell.exe	0x8c88af253ac0	0x770	Event	0x1f0003	-
5848	powershell.exe	0x8c88b4b5f660	0x774	Semaphore	0x1f0003	-
5848	powershell.exe	0x8c88b3e02d60	0x778	File	0x120189	\Device\NamedPipe
5848	powershell.exe	0x8c88af6f74e0	0x77c	Event	0x1f0003	-
5848	powershell.exe	0x8c88af405ab0	0x780	EtwRegistration	0x804	-
5848	powershell.exe	0x8c88b5b08930	0x794	EtwRegistration	0x804	-
5848	powershell.exe	0x8c88b3fb1410	0x798	Event	0x1f0003	-
5848	powershell.exe	0x8c88b2999150	0x7a0	Event	0x1f0003	-
5848	powershell.exe	0x8c88af2438f0	0x7a4	Event	0x1f0003	-
5848	powershell.exe	0x8c88b56f6890	0x7a8	Event	0x1f0003	-
5848	powershell.exe	0x8c88b28cd300	0x7ac	Event	0x1f0003	-
5848	powershell.exe	0x8c88b3367200	0x7b0	Event	0x1f0003	-
5848	powershell.exe	0x8c88b53fb250	0x7b4	File	0x12019f	\Device\HarddiskVolume2\Users\spsql\Documents\20180830\PowerShell_transcript.BASE-RD-01.5cHlvR59.20180830124344.txt
5848	powershell.exe	0x8c88b571b5a0	0x7b8	Semaphore	0x1f0003	-
5848	powershell.exe	0x8c88af166e50	0x7bc	Event	0x1f0003	-
5848	powershell.exe	0x8c88afe999f0	0x7c0	EtwRegistration	0x804	-
5848	powershell.exe	0xd086a9c018d0	0x7c4	Key	0x20019	USER\.DEFAULT\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\INTERNET SETTINGS
5848	powershell.exe	0xd086a79a97b0	0x7c8	Key	0x20019	MACHINE\SOFTWARE\WOW6432NODE\MICROSOFT\WINDOWS\CURRENTVERSION\INTERNET SETTINGS\5.0\CACHE
5848	powershell.exe	0x8c88af4256f0	0x7cc	EtwRegistration	0x804	-
5848	powershell.exe	0x8c88b1de98c0	0x7d0	File	0x120196	\Device\NamedPipe
5848	powershell.exe	0xd086aa2b3250	0x7d4	Section	0x4	NLS_CodePage_1252_3_2_0_0
5848	powershell.exe	0x8c88b1d96210	0x7d8	EtwRegistration	0x804	-
5848	powershell.exe	0x8c88b6316a60	0x7dc	File	0x120089	\Device\HarddiskVolume2\Windows\Microsoft.NET\assembly\GAC_MSIL\Microsoft.PowerShell.Commands.Utility\v4.0_3.0.0.0__31bf3856ad364e35\Microsoft.PowerShell.Commands.Utility.dll
5848	powershell.exe	0x8c88b46d2310	0x7e0	File	0x120089	\Device\HarddiskVolume2\Windows\Microsoft.NET\assembly\GAC_MSIL\System.Configuration.Install\v4.0_4.0.0.0__b03f5f7f11d50a3a\System.Configuration.Install.dll
5848	powershell.exe	0xd086aa2ed2e0	0x7e4	Section	0xf0005	-
5848	powershell.exe	0x8c88b1c32800	0x7e8	Event	0x1f0003	-
5848	powershell.exe	0x8c88b3a7dc40	0x7ec	Event	0x1f0003	-
5848	powershell.exe	0x8c88b28c6e20	0x7f0	ALPC Port	0x1f0001	-
5848	powershell.exe	0x8c88af04d440	0x7f4	IoCompletion	0x1f0003	-
5848	powershell.exe	0x8c88afa4d080	0x7f8	IoCompletion	0x1f0003	-
5848	powershell.exe	0x8c88b45ac4a0	0x804	EtwRegistration	0x804	-
5848	powershell.exe	0xd086a9b7e8d0	0x808	Key	0x20019	MACHINE\SOFTWARE\WOW6432NODE\MICROSOFT\WINDOWS\CURRENTVERSION\INTERNET SETTINGS
5848	powershell.exe	0x8c88afb184c0	0x80c	Process	0x1fffff	rundll32.exe Pid 6768
5848	powershell.exe	0x8c88b07b29b0	0x810	EtwRegistration	0x804	-
5848	powershell.exe	0x8c88b11c6850	0x814	EtwRegistration	0x804	-
5848	powershell.exe	0x8c88b47b7080	0x820	Thread	0x1fffff	Tid 1164 Pid 5848
5848	powershell.exe	0xd086a5a09a20	0x828	Section	0xf0007	UrlZonesSM_spsql
5848	powershell.exe	0x8c88b33bc590	0x82c	EtwRegistration	0x804	-
5848	powershell.exe	0x8c88b57681d0	0x830	Semaphore	0x1f0003	-
5848	powershell.exe	0x8c88b410f970	0x834	Event	0x1f0003	-
5848	powershell.exe	0x8c88b45a8be0	0x838	File	0x12019f	\Device\NamedPipe\fhsvc-b378
5848	powershell.exe	0x8c88b3265e60	0x840	Semaphore	0x1f0003	-
5848	powershell.exe	0x8c88b39e7df0	0x844	EtwRegistration	0x804	-
5848	powershell.exe	0x8c88af429540	0x848	EtwRegistration	0x804	-
5848	powershell.exe	0x8c88b539ab60	0x84c	EtwRegistration	0x804	-
5848	powershell.exe	0xd086a88122a0	0x850	Key	0x20019	USER\.DEFAULT\SOFTWARE\POLICIES
5848	powershell.exe	0xd086a89bd070	0x854	Key	0x1	MACHINE\SOFTWARE\WOW6432NODE\MICROSOFT\INTERNET EXPLORER\MAIN\FEATURECONTROL
5848	powershell.exe	0x8c88b45410f0	0x858	Event	0x1f0003	-
5848	powershell.exe	0x8c88b1a74d60	0x85c	EtwRegistration	0x804	-
5848	powershell.exe	0xd086a5d9ece0	0x860	Key	0x20019	MACHINE\SOFTWARE\POLICIES
5848	powershell.exe	0xd086aa2eb7a0	0x864	Key	0x20019	USER\.DEFAULT\SOFTWARE
5848	powershell.exe	0xd086a848f460	0x868	Key	0x20019	MACHINE\SOFTWARE\WOW6432NODE
5848	powershell.exe	0xd086a97dcd40	0x86c	Key	0x20019	MACHINE\SOFTWARE\POLICIES\MICROSOFT\WINDOWS\CURRENTVERSION\INTERNET SETTINGS
5848	powershell.exe	0x8c88b5798080	0x870	Thread	0x1fffff	Tid 7920 Pid 5848
5848	powershell.exe	0xd086aa0c5170	0x874	Key	0xf003f	MACHINE\SYSTEM\CONTROLSET001\SERVICES\WINSOCK2\PARAMETERS\PROTOCOL_CATALOG9
5848	powershell.exe	0x8c88b1dfcc40	0x878	Event	0x1f0003	-
5848	powershell.exe	0xd086a97f1d50	0x87c	Key	0xf003f	MACHINE\SYSTEM\CONTROLSET001\SERVICES\WINSOCK2\PARAMETERS\NAMESPACE_CATALOG5
5848	powershell.exe	0x8c88aeec5950	0x880	EtwRegistration	0x804	-
5848	powershell.exe	0x8c88b45b0300	0x884	EtwRegistration	0x804	-
5848	powershell.exe	0x8c88b3af7060	0x888	Event	0x1f0003	-
5848	powershell.exe	0x8c88af24cf90	0x88c	WaitCompletionPacket	0x1	-
5848	powershell.exe	0xd086a5569a80	0x890	Key	0x20019	USER\.DEFAULT\SOFTWARE\MICROSOFT\INTERNET EXPLORER\MAIN
5848	powershell.exe	0xd086a7012770	0x894	Key	0x20019	MACHINE\SOFTWARE\WOW6432NODE\MICROSOFT\INTERNET EXPLORER\MAIN
5848	powershell.exe	0xd086aa126990	0x898	Key	0x20019	MACHINE\SOFTWARE\WOW6432NODE\MICROSOFT\INTERNET EXPLORER\SECURITY
5848	powershell.exe	0x8c88af6ff7a0	0x89c	EtwRegistration	0x804	-
5848	powershell.exe	0x8c88b35f6b60	0x8a0	EtwRegistration	0x804	-
5848	powershell.exe	0x8c88b3b6d510	0x8a4	Event	0x1f0003	-
5848	powershell.exe	0x8c88b530a1a0	0x8a8	Event	0x1f0003	-
5848	powershell.exe	0x8c88b1a8e8e0	0x8ac	WaitCompletionPacket	0x1	-
5848	powershell.exe	0xd086a61a9a10	0x8b0	Section	0x4	F932B6C7-3A20-46A0-B8A0-8894AA421973
5848	powershell.exe	0x8c88b430a3a0	0x8b4	Event	0x100002	-
5848	powershell.exe	0x8c88b56e7730	0x8b8	Event	0x100002	-
5848	powershell.exe	0x8c88b3b0fd90	0x8bc	File	0x100080	\Device\Nsi
5848	powershell.exe	0x8c88aec28540	0x8c0	ALPC Port	0x1f0001	-
5848	powershell.exe	0x8c88b449c6f0	0x8c4	Event	0x1f0003	-
5848	powershell.exe	0x8c88b0a14cc0	0x8cc	Event	0x1f0003	-
5848	powershell.exe	0x8c88b5a2b650	0x8d0	Event	0x1f0003	-
5848	powershell.exe	0x8c88b1254500	0x8d4	Event	0x1f0003	-
5848	powershell.exe	0x8c88afe5da20	0x8d8	WaitCompletionPacket	0x1	-
5848	powershell.exe	0x8c88b5bbd420	0x8dc	Event	0x1f0003	-
5848	powershell.exe	0x8c88b5300d00	0x8e0	WaitCompletionPacket	0x1	-
5848	powershell.exe	0x8c88b1d81f30	0x8e4	Event	0x1f0003	-
5848	powershell.exe	0x8c88b4260a90	0x8e8	Event	0x1f0003	-
5848	powershell.exe	0x8c88b56f5d40	0x8ec	Event	0x1f0003	-
5848	powershell.exe	0x8c88b3733a90	0x8f0	WaitCompletionPacket	0x1	-
5848	powershell.exe	0x8c88b1489f10	0x8f4	Event	0x1f0003	-
5848	powershell.exe	0x8c88b078cdb0	0x8f8	Event	0x1f0003	-
5848	powershell.exe	0x8c88b56e22c0	0x8fc	Event	0x1f0003	-
5848	powershell.exe	0x8c88b49330f0	0x900	WaitCompletionPacket	0x1	-
5848	powershell.exe	0x8c88af09f310	0x904	Event	0x1f0003	-
5848	powershell.exe	0x8c88b159ed10	0x908	Event	0x1f0003	-
5848	powershell.exe	0x8c88b2aa7b30	0x90c	Event	0x1f0003	-
5848	powershell.exe	0x8c88b3eac170	0x910	WaitCompletionPacket	0x1	-
5848	powershell.exe	0x8c88b4b49880	0x914	TpWorkerFactory	0xf00ff	-
5848	powershell.exe	0x8c88b22b2060	0x918	IRTimer	0x100002	-
5848	powershell.exe	0x8c88b126c060	0x91c	WaitCompletionPacket	0x1	-
5848	powershell.exe	0x8c88b135faa0	0x920	IRTimer	0x100002	-
5848	powershell.exe	0x8c88b4b1d990	0x924	WaitCompletionPacket	0x1	-
5848	powershell.exe	0xd086a6c04de0	0x928	Key	0x20019	MACHINE\SOFTWARE\WOW6432NODE\MICROSOFT\WINDOWS\CURRENTVERSION\INTERNET SETTINGS\ZONEMAP
5848	powershell.exe	0xd086aa04ef70	0x92c	Key	0x2001f	USER\.DEFAULT\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\INTERNET SETTINGS\ZONEMAP
5848	powershell.exe	0x8c88b121a3e0	0x934	EtwRegistration	0x804	-
5848	powershell.exe	0x8c88b1681600	0x93c	File	0x16019f	\Device\Afd\Endpoint
5848	powershell.exe	0x8c88b45cb2e0	0x940	File	0x120089	\Device\HarddiskVolume2\Windows\SysWOW64\en-US\mswsock.dll.mui
5848	powershell.exe	0x8c88b4b5e4b0	0x944	Event	0x1f0003	-
5848	powershell.exe	0x8c88b35c5d00	0x948	IoCompletion	0x1f0003	-
5848	powershell.exe	0x8c88b45e0fe0	0x94c	Event	0x1f0003	-
5848	powershell.exe	0x8c88b15807f0	0x950	EtwRegistration	0x804	-
5848	powershell.exe	0x8c88b46d8a70	0x954	EtwRegistration	0x804	-
5848	powershell.exe	0x8c88b39762d0	0x958	Event	0x1f0003	-
5848	powershell.exe	0x8c88b484f200	0x95c	EtwRegistration	0x804	-
5848	powershell.exe	0x8c88b49fbd60	0x960	EtwRegistration	0x804	-
5848	powershell.exe	0x8c88b3777900	0x964	EtwRegistration	0x804	-
5848	powershell.exe	0x8c88b4724490	0x968	Event	0x1f0003	-
5848	powershell.exe	0x8c88b4581b50	0x96c	Event	0x1f0003	-
5848	powershell.exe	0x8c88aeab5fe0	0x970	Event	0x1f0003	-
5848	powershell.exe	0x8c88af123710	0x974	EtwRegistration	0x804	-
5848	powershell.exe	0x8c88af4c7700	0x978	EtwRegistration	0x804	-
5848	powershell.exe	0x8c88b0539070	0x97c	EtwRegistration	0x804	-
5848	powershell.exe	0x8c88b0abcd00	0x980	EtwRegistration	0x804	-
5848	powershell.exe	0x8c88b2338070	0x984	EtwRegistration	0x804	-
5848	powershell.exe	0x8c88b4844450	0x988	EtwRegistration	0x804	-
5848	powershell.exe	0x8c88b36f8750	0x98c	EtwRegistration	0x804	-
5848	powershell.exe	0x8c88b05b6730	0x990	EtwRegistration	0x804	-
5848	powershell.exe	0x8c88b5354ab0	0x994	EtwRegistration	0x804	-
5848	powershell.exe	0x8c88af1b8620	0x998	EtwRegistration	0x804	-
5848	powershell.exe	0x8c88afa3b9f0	0x99c	EtwRegistration	0x804	-
5848	powershell.exe	0x8c88afd8ad20	0x9a0	EtwRegistration	0x804	-
5848	powershell.exe	0x8c88b1dc59c0	0x9a4	EtwRegistration	0x804	-
5848	powershell.exe	0x8c88b486ca50	0x9a8	EtwRegistration	0x804	-
5848	powershell.exe	0x8c88b39fe170	0x9ac	EtwRegistration	0x804	-
5848	powershell.exe	0x8c88b1dd43a0	0x9b0	Event	0x1f0003	-
5848	powershell.exe	0x8c88b575fb00	0x9b4	Event	0x1f0003	-
5848	powershell.exe	0x8c88b38eb6b0	0x9b8	EtwRegistration	0x804	-
5848	powershell.exe	0x8c88b8338490	0x9c4	Event	0x1f0003	-
5848	powershell.exe	0x8c88b2c42580	0x9c8	Process	0x1fffff	rundll32.exe Pid 5588
5848	powershell.exe	0x8c88af430080	0x9cc	Thread	0x1fffff	Tid 7496 Pid 5588
5848	powershell.exe	0x8c88b624d080	0x9d0	Thread	0x1fffff	Tid 1568 Pid 5588
5848	powershell.exe	0x8c88b7576390	0x9d4	Event	0x1f0003	-
5848	powershell.exe	0x8c88b696df30	0x9d8	Event	0x1f0003	-
5848	powershell.exe	0x8c88af948920	0x9e4	Event	0x1f0003	-
5848	powershell.exe	0x8c88afdb2440	0x9e8	File	0x120196	\Device\NamedPipe
5848	powershell.exe	0x8c88afc7c580	0x9ec	Process	0x1fffff	cmd.exe Pid 5948
5848	powershell.exe	0x8c88b2952080	0x9f0	Thread	0x1fffff	Tid 4616 Pid 5948
5848	powershell.exe	0x8c88b5e1cce0	0x9f4	Event	0x1f0003	-
5848	powershell.exe	0x8c88af3ddf30	0x9f8	Event	0x1f0003	-
5848	powershell.exe	0x8c88b72ef060	0x9fc	Event	0x1f0003	-
5848	powershell.exe	0x8c88b57e6f00	0xa00	Event	0x1f0003	-
5848	powershell.exe	0x8c88b6c6e060	0xa08	Event	0x1f0003	-
5848	powershell.exe	0x8c88b67da080	0xa0c	Thread	0x1fffff	Tid 8264 Pid 5848
5848	powershell.exe	0x8c88b7c6f700	0xa10	Thread	0x1fffff	Tid 10544 Pid 5848
5848	powershell.exe	0x8c88b16eb4e0	0xa14	Semaphore	0x100003	-
5848	powershell.exe	0xd086a87959b0	0xa18	Token	0xf01ff	-
5848	powershell.exe	0x8c88afc77700	0xa1c	Thread	0x1fffff	Tid 6348 Pid 5848
5848	powershell.exe	0x8c88b62c02c0	0xa20	Event	0x1f0003	-
5848	powershell.exe	0x8c88b13025c0	0xa24	Event	0x1f0003	-
5848	powershell.exe	0x8c88b2cfe080	0xa28	Thread	0x1fffff	Tid 11176 Pid 5848
5848	powershell.exe	0x8c88b6ae4700	0xa2c	Thread	0x1fffff	Tid 7708 Pid 5848
5848	powershell.exe	0x8c88b149f9c0	0xa30	Event	0x1f0003	-
5848	powershell.exe	0x8c88b2e3a580	0xa38	Process	0x1fffff	rundll32.exe Pid 2216
5848	powershell.exe	0x8c88b3b88700	0xa3c	Thread	0x1fffff	Tid 6040 Pid 2216
5848	powershell.exe	0x8c88b3580660	0xa40	Event	0x1f0003	-
5848	powershell.exe	0x8c88b2383d20	0xa44	Event	0x1f0003	-
5848	powershell.exe	0x8c88b6c09c40	0xa48	Event	0x1f0003	-
5848	powershell.exe	0x8c88b5a1fef0	0xa4c	File	0x12019f	\Device\Afd\AsyncConnectHlp
5848	powershell.exe	0x8c88b292b120	0xa50	Event	0x1f0003	-
5848	powershell.exe	0x8c88b3e79350	0xa54	Event	0x1f0003	-
5848	powershell.exe	0x8c88b6206c40	0xa58	Semaphore	0x100003	-
5848	powershell.exe	0x8c88b58e75c0	0xa60	Event	0x1f0003	-
5848	powershell.exe	0x8c88afe128d0	0xa64	Event	0x1f0003	-
5848	powershell.exe	0x8c88b3ff19c0	0xa68	IoCompletion	0x1f0003	-
5848	powershell.exe	0x8c88b06ad060	0xa6c	Event	0x1f0003	-
5848	powershell.exe	0x8c88b666f080	0xa70	Thread	0x1fffff	Tid 10232 Pid 5848
5848	powershell.exe	0x8c88b2d34700	0xa74	Thread	0x1fffff	Tid 864 Pid 5848
5848	powershell.exe	0x8c88b11eb080	0xa78	Thread	0x1fffff	Tid 480 Pid 4108
5848	powershell.exe	0x8c88b2c19080	0xa7c	Process	0x1fffff	rundll32.exe Pid 4108
5848	powershell.exe	0x8c88b2b83080	0xa80	Thread	0x1fffff	Tid 7860 Pid 4108
5848	powershell.exe	0x8c88b6b68db0	0xa88	Event	0x1f0003	-
5848	powershell.exe	0x8c88b687acc0	0xa8c	Event	0x1f0003	-
5848	powershell.exe	0x8c88afb1b080	0xa90	Thread	0x1fffff	Tid 1752 Pid 5848
5848	powershell.exe	0x8c88b6f9a080	0xa9c	Thread	0x1fffff	Tid 10740 Pid 5848
5848	powershell.exe	0x8c88b7aa3e20	0xaa0	Event	0x1f0003	-
5848	powershell.exe	0x8c88b70d9080	0xaa4	Thread	0x1fffff	Tid 176 Pid 5848
5848	powershell.exe	0x8c88b41bf7d0	0xaa8	Event	0x1f0003	-
5848	powershell.exe	0x8c88b6cb6cc0	0xaac	Event	0x1f0003	-
5848	powershell.exe	0x8c88b838a1d0	0xab4	Event	0x1f0003	-
5848	powershell.exe	0x8c88b382f2f0	0xab8	Event	0x1f0003	-
5848	powershell.exe	0x8c88b86369f0	0xabc	Event	0x1f0003	-
5848	powershell.exe	0x8c88b15f82d0	0xac0	Event	0x1f0003	-
