Volatility 3 Framework 2.27.0

Offset	Name
0x8c88af549540	\kw_pipe_server_tdungan
0x8c88af54aa60	\Windows\SysWOW64\dinput8.dll
0x8c88af54acc0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af54d330	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af54def0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af54f9d0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af550bf0	\Windows\System32\GroupPolicy\DataStore\0\SysVol\shieldbase.lan\Policies\{31B2F340-016D-11D2-945F-00C04FB984F9}\Machine\Preferences\Services\Services.xml
0x8c88af552a70	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af554cc0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af554ef0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af555500	\Windows\WinSxS\x86_microsoft.vc80.atl_1fc8b3b9a1e18e3b_8.0.50727.42_none_dc990e4797f81af1
0x8c88af555530	喈꽕貈￿喈꽕貈￿
0x8c88af557720	\Windows\System32\winevt\Logs\Microsoft-Windows-Diagnosis-DPS%4Operational.evtx
0x8c88af55b8b0	\Program Files (x86)\Microsoft Office\root\Licenses16\OutlookVL_KMS_Client-ul.xrm-ms
0x8c88af55bef0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af55def0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af55fcf0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af560330	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af5613a0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af567ce0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af567ef0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af569ef0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af56be20	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af56cc80	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af56d580	\Windows\SysWOW64\en-US\crypt32.dll.mui
0x8c88af56e080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af56f2d0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af570570	\Windows\System32\en-US\crypt32.dll.mui
0x8c88af571080	\Windows\System32\mfcsubs.dll
0x8c88af572080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af5722d0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af5734c0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af573ef0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af575b60	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af5769f0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af576cc0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af577320	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af5779c0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af577b50	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af578c70	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af578ef0	\Windows\SysWOW64\en-US\fltlib.dll.mui
0x8c88af579c00	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af57a700	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af57b460	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af57bef0	\$Directory
0x8c88af57c6b0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af57d080	\Windows\System32\wsp_health.dll
0x8c88af57e740	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af581080	\Program Files (x86)\Microsoft Office\root\vfs\ProgramFilesCommonX86\Microsoft Shared\OFFICE16\1033\xlsrvintl.dll
0x8c88af581570	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af5826a0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af582a60	\Windows\System32\SyncRes.dll
0x8c88af584080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af5843f0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af5849f0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af58f720	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af58f8b0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af592ef0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af5934c0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af594100	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af594620	\Windows\Registration\R00000000000d.clb
0x8c88af594870	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af5957b0	\kw_pipe_server_tdungan
0x8c88af597ef0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af5982b0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af599220	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af59bdc0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af59c580	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af5a0080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af5a0660	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af5a0ef0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af5a1840	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af5a1a70	\Windows\System32\en-US\hcproviders.dll.mui
0x8c88af5a2cf0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af5a5080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af5a6370	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af5a6cc0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af5a7330	\Program Files\internet explorer\iexplore.exe
0x8c88af5a7ef0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af5a8350	\Windows\SysWOW64\en-US\urlmon.dll.mui
0x8c88af5a8ef0	\Users\tdungan\AppData\Local\ConnectedDevicesPlatform\8869d58b59727812\ActivitiesCache.db
0x8c88af5aa730	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af5aadf0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af5ad870	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af5ae630	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af5afef0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af5b0600	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af5b0920	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af5b3640	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af5b4840	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af5b7d40	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af5b8080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af5b99d0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af5b9d00	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af5bcef0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af5bd710	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af5bd8e0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af5be870	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af5c1080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af5c2170	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af5c2840	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af5c2cc0	\Program Files (x86)\Microsoft Office\root\Office16\ADDINS\Microsoft Power Query for Excel Integrated\bin\hr\Microsoft.Mashup.Client.Windows.resources.dll
0x8c88af5c3570	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af5c4cf0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af5c5510	\Windows\WinSxS\amd64_microsoft.windows.gdiplus_6595b64144ccf1df_1.1.16299.547_none_46b8ca51edf2adc3
0x8c88af5c5540	喘꽜貈￿喘꽜貈￿
0x8c88af5c5740	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af5c6080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af5c7310	\Windows\System32
0x8c88af5c79d0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af5c87d0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af5c8cc0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af5c9080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af5c9890	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af5cabf0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af5ce080	\Windows\System32\winevt\Logs\Microsoft-Windows-LiveId%4Operational.evtx
0x8c88af5cf290	\Users\tdungan\AppData\Roaming\Microsoft\Windows\Recent\CustomDestinations\888f2fa044591eda.customDestinations-ms
0x8c88af5cf420	\$Directory
0x8c88af5d0370	\Program Files (x86)\Microsoft Office\root\Office16\lync.exe
0x8c88af5d1a50	\$Directory
0x8c88af5d2440	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af5d38e0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af5d4080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af5d8470	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af5d88a0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af5dba40	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af5e03b0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af5e06d0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af5e1ef0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af5e37b0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af5e4080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af5e9750	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af5e9b50	\Windows\System32\winevt\Logs\Microsoft-Windows-Audio%4PlaybackManager.evtx
0x8c88af5ea080	\Windows\System32\winevt\Logs\Microsoft-Windows-BackgroundTaskInfrastructure%4Operational.evtx
0x8c88af5ea950	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af5eb150	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af5eb870	\kw_pipe_server_tdungan
0x8c88af5ebef0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af5edac0	\Program Files (x86)\Microsoft Office\root\Office16\NAMECONTROLSERVER.EXE
0x8c88af5ee320	\Windows\System32\config\systemprofile\AppData\Local\Microsoft\Windows\SchCache\shieldbase.lan.sch
0x8c88af5f0620	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af5f2d80	\$Directory
0x8c88af5f31f0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af5f4ef0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af5f5250	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af5f5a60	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af5f5cf0	\$Directory
0x8c88af5f7080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af5f7330	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af5f75f0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af5f7620	癸꽟貈￿癸꽟貈￿
0x8c88af5f7ae0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af5f8080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af5f9a50	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af5fabd0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af5fb4f0	\Windows\System32\FontGlyphAnimator.dll
0x8c88af5fb780	\ProgramData\Microsoft\Search\Data\Applications\Windows\edb.jtxjtx
0x8c88af5fbbd0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af5fc5b0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af5fd330	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af5fe080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af5ffbf0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af601080	\kw_pipe_server_tdungan
0x8c88af603890	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af604080	\Windows\System32\perfc009.dat
0x8c88af604210	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af6074f0	\Users\tdungan\AppData\Local\Microsoft\OneDrive\18.131.0701.0007\ETWlog.dll
0x8c88af607b30	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af609750	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af60bef0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af60cca0	\Users\tdungan\AppData\Roaming\Dashlane\6.2.0.12026\bin\Firefox_Extension\{442718d9-475e-452a-b3e1-fb1ee16b8e9f}\components\KWDebugDll_win32.6.2.0.12026.dll
0x8c88af60cef0	\Windows\WinSxS\x86_microsoft.windows.gdiplus_6595b64144ccf1df_1.1.16299.547_none_8e660129026ed6c9
0x8c88af612080	\Program Files (x86)\McAfee\VirusScan Enterprise\vsupdcpl.dll
0x8c88af613700	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af613e10	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af616710	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af618320	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af61a080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af61a7c0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af61a950	\Windows\System32\catroot2\{127D0A1D-4EF2-11D1-8608-00C04FC295EE}\catdb.jfm
0x8c88af61c850	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af61c9e0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af61ce40	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af620080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af623330	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af62a080	\Windows\System32\EditionUpgradeHelper.dll
0x8c88af62b080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af62ca10	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af62d8d0	\Windows\System32\en-US\shell32.dll.mui
0x8c88af62da60	\$Directory
0x8c88af62dcc0	\Program Files (x86)\Microsoft Office\root\Licenses16\O365ProPlusR_SubTrial1-pl.xrm-ms
0x8c88af62e790	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af62f080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af62f380	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af630890	\Windows\Fonts\seguisb.ttf
0x8c88af631080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af633080	\Users\tdungan\AppData\Local\Packages\Microsoft.WindowsFeedbackHub_8wekyb3d8bbwe\TempState\DiagtrackClientBackgroundTaskOnTimer\BackgroundTask.2018-09-06T00.00.00.69950308-74aa-42cc-b28b-9b723c0a28ab\FeedbackHubLog.2018-09-06T00.00.00.txt.~tmp
0x8c88af633240	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af6342b0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af634ef0	\Endpoint
0x8c88af635720	\AsyncSelectHlp
0x8c88af6364b0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af636730	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af636d80	\Sessions\1\AppContainerNamedObjects\S-1-15-2-3981118486-977731610-4260702232-2292029000-2544493239-2660358776-1526570402
0x8c88af639080	\Users\tdungan\AppData\Local\Microsoft\OneDrive\18.131.0701.0007\vcruntime140.dll
0x8c88af63b690	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af63cd80	\$Directory
0x8c88af6426d0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af644d60	\Dev\Query
0x8c88af644ef0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af6454d0	\Users\tdungan\AppData\Local\Microsoft\GameDVR
0x8c88af646270	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af646430	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af64d080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af64d720	\Windows\SysWOW64\ncobjapi.dll
0x8c88af64fa70	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af652350	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af658080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af658440	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af65a440	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af660080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af660220	\Windows\System32\MsCtfMonitor.dll
0x8c88af660830	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af660ac0	\Windows\System32\en-US\MbaeApiPublic.dll.mui
0x8c88af661080	\Windows\System32\GroupPolicy\DataStore\0\SysVol\shieldbase.lan\Policies\{31B2F340-016D-11D2-945F-00C04FB984F9}\gpt.ini
0x8c88af6626d0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af662860	\Program Files (x86)\Microsoft Office\root\Office16\MSPST32.DLL
0x8c88af6632d0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af666e10	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af66d080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af66d3c0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af66d760	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af66de40	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af66f360	\Users\tdungan\AppData\Local\Microsoft\Outlook\RoamCache\Stream_TableViewPreviewPrefs_2_4CC6B2137D7504449409C61BE55F4FE6.dat
0x8c88af66fa10	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af670080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af6705e0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af671080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af671400	\Windows\assembly\NativeImages_v4.0.30319_64\System.Core\9f6502d88f87e8ed4e581d77d8e19d9a\System.Core.ni.dll.aux
0x8c88af671b70	\$LogFile
0x8c88af672720	\Windows\SysWOW64\schannel.dll
0x8c88af672a90	\Users\tdungan\AppData\Local\Microsoft\OneDrive\18.131.0701.0007\UpdateRingSettings.dll
0x8c88af674740	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af674ef0	\Users\tdungan\AppData\Local\Microsoft\OneDrive\18.131.0701.0007\SyncEngine.dll
0x8c88af676220	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af678320	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af67aef0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af67c080	\kw_pipe_server_tdungan
0x8c88af67ca40	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af67de10	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af680080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af6804b0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af682a20	\Windows\System32\winevt\Logs\Microsoft-Windows-TaskScheduler%4Operational.evtx
0x8c88af683ef0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af684160	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af6857d0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af686ac0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af687860	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af688ef0	\Program Files\WindowsApps\Microsoft.WindowsFeedbackHub_1.1712.1141.0_x64__8wekyb3d8bbwe\microsoft.system.package.metadata\S-1-5-21-3445421715-2530590580-3149308974-1116-MergedResources-1.pri
0x8c88af689d90	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af68a670	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af68bc80	\Windows\bcastdvr
0x8c88af68bef0	\Windows\System32\msvcp140.dll
0x8c88af68c670	\Windows\System32\en-US\KernelBase.dll.mui
0x8c88af690d80	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af692660	\Windows\SysWOW64\en-US\schannel.dll.mui
0x8c88af69b9a0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af69c640	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af6a02b0	\Users\tdungan\AppData\Local\Microsoft\Windows\Notifications\wpndatabase.db
0x8c88af6a2cc0	\Users\tdungan\AppData\Local\Microsoft\OneDrive\logs\Business1\SyncEngine-2018-9-6.62.7804.370.odlgz
0x8c88af6a3600	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af6a3850	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af6a4080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af6a42f0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af6a55f0	\Users\tdungan\AppData\Local\Microsoft\Windows\Notifications\wpndatabase.db
0x8c88af6a5990	\Windows\Fonts\StaticCache.dat
0x8c88af6a7750	\Windows\System32\sppwinob.dll
0x8c88af6a7cf0	\CMApi
0x8c88af6a7ef0	\Users\tdungan\AppData\Local\Microsoft\Windows\Notifications\WPNPRMRY.tmp
0x8c88af6ab700	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af6ae4e0	\Windows\System32
0x8c88af6ae710	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af6afad0	\Windows\System32\NPSM.dll
0x8c88af6b2ac0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af6b6080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af6b6280	\Windows\System32\Windows.StateRepositoryClient.dll
0x8c88af6b6700	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af6b9590	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af6bad10	\Windows\WinSxS\amd64_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.9317_none_08e0939fa840d57b
0x8c88af6bc080	\Windows\System32\InputService.dll
0x8c88af6be080	\Users\tdungan\AppData\Local\Microsoft\Windows\Notifications\wpndatabase.db-shm
0x8c88af6c2cc0	\Program Files (x86)\Microsoft Office\root\vfs\ProgramFilesCommonX86\Microsoft Shared\OFFICE16\Mso30win32client.dll
0x8c88af6ca700	\kw_pipe_server_tdungan
0x8c88af6cbb50	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af6ccce0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af6d1080	\Users\tdungan\AppData\Local\Packages\Microsoft.Windows.Cortana_cw5n1h2txyewy\AC\Microsoft\CryptnetUrlCache\MetaData\77EC63BDA74BD0D0E0426DC8F8008506
0x8c88af6d3ca0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af6d73c0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af6daef0	\Windows\System32\Windows.Networking.BackgroundTransfer.BackgroundManagerPolicy.dll
0x8c88af6db080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af6dfac0	\Windows\System32\MTFServer.dll
0x8c88af6e1080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af6e2cc0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af6e4500	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af6e46a0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af6e7440	\Program Files (x86)\Microsoft Office\root\Office16\GFX.DLL
0x8c88af6e8080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af6e8210	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af6ed5e0	\Program Files\Windows Defender\MSASCuiL.exe
0x8c88af6edd80	\ProgramData\Microsoft\Windows\Caches\{6AF0698E-D558-4F6E-9B3C-3716689AF493}.2.ver0x000000000000001e.db
0x8c88af6eeef0	\Program Files (x86)\Microsoft Office\root\Licenses16\O365HomePremR_SubTest5-ppd.xrm-ms
0x8c88af6f1e80	\Windows\SysWOW64\loadperf.dll
0x8c88af6f2080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af6f2220	\Windows\SysWOW64\amsi.dll
0x8c88af6f2ac0	\Windows\SysWOW64\Faultrep.dll
0x8c88af6f3180	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af6f4400	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af6f5080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af6f5be0	\Users\tdungan\AppData\Local\Microsoft\Windows\Explorer\iconcache_idx.db
0x8c88af6f7140	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af6f9240	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af6f9a60	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af6f9ef0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af6fbb50	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af6fda30	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af6fde20	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af6fee30	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af6ff080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af6ff320	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af6ff5f0	\Program Files\VMware\VMware Tools\vmtoolsd.exe
0x8c88af6ff620	꽯貈￿꽯貈￿
0x8c88af6ff8c0	\Windows\System32\MiracastReceiver.dll
0x8c88af6ffa80	\Windows\System32\Phoneutil.dll
0x8c88af8d3770	\Windows\System32\drivers\rdbss.sys
0x8c88af8d3cc0	\Windows\System32\drivers\csc.sys
0x8c88af8d6620	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af8dc310	\Windows\System32\drivers\afd.sys
0x8c88af8df510	\Windows\System32\drivers\tdx.sys
0x8c88af8e68e0	\Windows\System32\drivers\tdi.sys
0x8c88af8e6cc0	\Windows\System32\drivers\vnetWFP.sys
0x8c88af8ea8c0	\Windows\System32\drivers\mfenlfk.sys
0x8c88af8ebb80	\Windows\System32\drivers\netbt.sys
0x8c88af8ec850	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af8ee300	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af8fac80	\Windows\System32\drivers\gpuenergydrv.sys
0x8c88af8fb080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88af8fd130	\Windows\System32\drivers\pacer.sys
0x8c88af906740	\Windows\System32\drivers\vwififlt.sys
0x8c88af9075d0	\Windows\System32\drivers\netbios.sys
0x8c88af90f770	\Windows\System32\drivers\CmBatt.sys
0x8c88af910c80	\Windows\System32\drivers\battc.sys
0x8c88af911080	\$Directory
0x8c88af93c2e0	\$Extend\$RmMetadata\$Repair:$Corrupt:$DATA
0x8c88afa00dc0	\ProgramData\Microsoft\Windows\WER\ReportQueue\NonCritical_10.0.16299.522_e98a8d26b682e99042f933dfb24152a482d3d_00000000_781ef3b2\Report.wer.tmp
0x8c88afa014d0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88afa02080	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88afa029b0	\Program Files\WindowsApps\Microsoft.Windows.Photos_2018.18071.15310.0_x64__8wekyb3d8bbwe\RenderingPlugin.dll
0x8c88afa03240	\Windows\System32\en-US\netmsg.dll.mui
0x8c88afa03ac0	\kw_pipe_plugin_dp__________________________________wstdungan
0x8c88afa05340	\kw_pipe_server_tdungan
0x8c88afa054d0	\$Directory
